title,url,description,genres
Ten Days in the Valley,https://www.metacritic.com/tv/kevin-can-wait/,Kevin James is a retired policeman who finds life at home with his wife and three kids is tougher than it was on the streets.,"['Comedy', '', 'Comedy']"
Lore,https://www.metacritic.com/tv/the-good-place/,Eleanor Shellstrop (Kristen Bell) enters the afterlife and discovers they have mistaken her for someone else and she seeks to rectify this with the help of her afterlife mentor Michael (Ted Danson).,"['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance', '', '', '', '', '', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance']"
The Jim Jefferies Show,https://www.metacritic.com/tv/the-case-of-jonbenet-ramsey/,"Previously known as Case Closed, the true crime limited series focused on the JonBenét Ramsey murder.","['Documentary', 'Crime', '', '', 'Documentary', 'Crime']"
Will,https://www.metacritic.com/tv/fleabag/,"Based on the play by Phoebe Waller-Bridge, the BBC3 comedy series focuses on an angry, self-loathing 20-something nicknamed Fleabag who struggles with running her cafe and the memory of the death of her best friend.","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Crashing,https://www.metacritic.com/tv/high-maintenance-2016/,The web series created by Katja Blichfeld & Ben Sinclair about a marijuana dealer (Ben Sinclair) in New York City moves to HBO.,"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Imposters,https://www.metacritic.com/tv/churchills-secret/,"In 1953, Prime Minister Winston Churchill (Michael Gambon) had a stroke and his condition was hidden from everyone while he recovered in this TV-movie that appears as a part of PBS' Masterpiece series.","['Biography', 'Drama', 'History', '', '', '', 'Biography', 'Drama', 'History']"
Loudermilk,https://www.metacritic.com/tv/son-of-zorn/,"The live-action/animation hybrid comedy where the Zephyria warrior Zorn (voiced by Jason Sudeikis) returns to Orange County and complicates the life of of his teenage son (Johnny Pemberton) and ex-wife (Cheryl Hines), who is engaged to a psychology professor (Tim Meadows).","['Animation', 'Comedy', 'Fantasy', '', '', '', 'Animation', 'Comedy', 'Fantasy']"
Six,https://www.metacritic.com/tv/quarry/,"Based on the series of novels by Max Allan Collins, Mac Conway (Logan Marshall-Green) returns from Vietnam to Memphis in 1973 only to struggle with acceptance and his experiences as a Marine sniper. He is recruited by The Broker (Stellan Skarsgård) to join a group of contract killers who work along the Mississippi River.","['Crime', 'Drama', 'Thriller', '', '', '', 'Crime', 'Drama', 'Thriller']"
Get Shorty,https://www.metacritic.com/tv/better-things/,The Pamela Adlon and Louis C.K. co-created comedy series focuses on a single mother/actress (Pamela Adlon) raising three children.,"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
"Me, Myself and I",https://www.metacritic.com/tv/queen-sugar/,"Based on the novel by Natalie Baszile, focuses on New Orleans activist/journalist Rutina Wesley (Nova Bordelon) and the return of her sister Charley Bordelon (Dawn-Lyen Gardner) from Los Angeles after the death of their father to claim an inheritance in the form of am 800-acre sugar cane farm.","['Drama', '', 'Drama']"
Trollhunters,https://www.metacritic.com/tv/startup/,"In Miami, FBI agent Phil Rask (Martin Freeman) has been investigating Nick Talman's (Adam Brody) father, who asks his son to hide the dirty money. Nick invests the cash in a digital currency start up run Izzy Morales (Otmara Marrero), which also brings the interest of Ronald Dacey (Edi Gathegi), a local Haitian gang leader.","['Crime', 'Thriller', '', '', 'Crime', 'Thriller']"
Call My Agent!,https://www.metacritic.com/tv/atlanta/,"Earnest ""Earn"" Marks (Donald Glover) returns to his hometown of Atlanta to discovers his cousin Alfred Miles (Brian Tyree Henry) is seen as a hot upcoming rapper and seeks to guide his career to the big time.","['Comedy', 'Drama', 'Music', '', '', '', 'Comedy', 'Drama', 'Music']"
The Wall (2017),https://www.metacritic.com/tv/mary-and-jane/,"In Mary + Jane, best friends Jordan (Scout Durwood) and Paige (Jessica Rothe) sell marijuana in Los Angeles in this comedy created by Deborah Kaplan and Harry Elfont.","['Comedy', '', 'Comedy']"
The OA,https://www.metacritic.com/tv/harley-and-the-davidsons/,The three-part miniseries tells how Walter & Arthur Davidson and Bill Harley built the now well-known motorcycle company.,"['Biography', 'History', '', '', 'Biography', 'History']"
Star,https://www.metacritic.com/tv/tracks/,The musical game show hosted by Shad Moss a.k.a. Bow Wow where contestants are only given an instrumental track to help identify a song.,"['Game-Show', 'Music', '', '', 'Game-Show', 'Music']"
Captive (2016),https://www.metacritic.com/tv/gomorrah-2016/,The Italian crime drama series based on the best-selling non-fiction book by Roberto Saviano (which also inspired the 2008 film of the same name) is set in Naples where Ciro Di Marzio (Marco D’Amore) works for Camorra godfather Pietro Savastanno (Fortunato Cerlino).,"['Crime', 'Drama', 'Thriller', '', '', '', 'Crime', 'Drama', 'Thriller']"
Shut Eye,https://www.metacritic.com/tv/tyler-perrys-too-close-to-home/,"After her affair with a married senator hits the news, Anna (Danielle Savre) is forced to return to her Alabama hometown to face the family and friends she had cut-off when she moved to the nation's capital.","['Drama', '', 'Drama']"
Hairspray Live!,https://www.metacritic.com/tv/i-love-dick/,"Jill Soloway and Sarah Gubbins' adaptation of Chris Kraus' novel how a professor named Dick (Kevin Bacon) changes the lives of a New York filmmaker (Kathryn Hahn) and her husband (Griffin Dunne) in Marfa, Texas.","['Comedy', '', 'Comedy']"
Mariah's World,https://www.metacritic.com/tv/jean-claude-van-johnson/,Jean-Claude Van Damme unretires and works as a private contract killer under the name Jean-Claude Van Johnson after he runs into his ex (Kat Foster) in this comedy written by David Callaham.,"['Action', 'Comedy', 'Drama', '', '', '', 'Action', 'Comedy', 'Drama']"
Incorporated,https://www.metacritic.com/tv/elvis-lives!/,Elvis Presley (Jonathan Nation) faked his death in 1977 and agrees to testify against a crime syndicate in this made-for-TV movie from the Sharknado producers.,"['Biography', 'Drama', '', '', 'Biography', 'Drama']"
Dolly Parton's Christmas of Many Colors: Circle of Love,https://www.metacritic.com/tv/the-tick-2017/,"Accountant Arthur Everest (Griffin Newman) discovers the city is owned by a supervillian (Jackie Earle Haley), but the only person who believes him is a superhero called the The Tick (Peter Serafinowicz) in this latest adaptation of Ben Edlund's comic.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', '', '', '', '', '', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Leah Remini: Scientology and the Aftermath,https://www.metacritic.com/tv/the-last-tycoon/,"Based on F. Scott Fitzgerald's final unfinished novel, studio exec Monroe Stahr (Matt Bomer) faces off with studio head Pat Brady (Kelsey Grammer) as Brady's daughter Celia (Lily Collins) seeks to become a producer in 1930s Hollywood.","['Drama', '', 'Drama']"
Marathon: The Patriot's Day Bombing,https://www.metacritic.com/tv/adventures-in-babysitting/,"The remake of the 1997 film of the same name, finds babysitters Jenny (Sabrina Carpenter) and Lola (Sofia Carson) search the city for one of their charges who snuck out.","['Adventure', 'Comedy', 'Family', '', '', '', 'Adventure', 'Comedy', 'Family']"
The Grand Tour,https://www.metacritic.com/tv/uncle-buck-2016/,Uncle Buck (Mike Epps) takes care of his brother's children after their nanny quits in this latest remake of the John Candy film (CBS attempted a series in 1990).,"['Comedy', '', 'Comedy']"
Search Party (2016),https://www.metacritic.com/tv/wrecked-2016/,"Asif Ali, Zach Cregger, Rhys Darby, Brooke Dillman, Ginger Gonzaga, Will Greenberg, Jessica Lowe, Ally Maki, and Brian Sacca are stranded on a deserted island after a plane crash in this comedy from Justin and Jordan Shipley.","['Action', 'Adventure', 'Comedy', 'Mystery', 'Thriller', '', '', '', '', '', 'Action', 'Adventure', 'Comedy', 'Mystery', 'Thriller']"
Nightcap (2016),https://www.metacritic.com/tv/to-tell-the-truth/,Anthony Anderson hosts the latest revival of the game/variety show that includes appearances from Betty White and NeNe Leakes.,"['Biography', 'Comedy', 'Game-Show', 'Mystery', '', '', '', '', 'Biography', 'Comedy', 'Game-Show', 'Mystery']"
Undercover,https://www.metacritic.com/tv/animal-kingdom/,"The death of 17-year-old Joshua ""J"" Cody's (Finn Cole) mother causes him to move in with his relatives that includes his grandmother Janine ""Smurf"" Cody (Ellen Barkin), and her sons: Baz (Scott Speedman), Pope (Shawn Hatosy), Craig (Ben Robson), and Deran (Jake Weary), in this drama based on the 2010 Australian film of the same name.","['Crime', 'Drama', '', '', 'Crime', 'Drama']"
ICE,https://www.metacritic.com/tv/guilt/,"When Grace Atwood (Daisy Head) is accused of murdering her roommate Molly Ryan in London, her sister Natalie leaves Boston to be with her with the help of lawyer Stan Gutterie (Billy Zane). However, as she learns more about the case, she begins to question her sister's innocence and if the people around them are really there to help.","['Crime', 'Drama', 'Mystery', '', '', '', 'Crime', 'Drama', 'Mystery']"
Sweet/Vicious,https://www.metacritic.com/tv/braindead/,"New congressional staffer Laurel (Mary Elizabeth Winstead) discovers aliens have eaten the brains of a number of people on the Hill in this Robert and Michelle King comedy-drama set in Washington, D.C.","['Comedy', 'Drama', 'Horror', 'Sci-Fi', 'Thriller', '', '', '', '', '', 'Comedy', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']"
Good Behavior,https://www.metacritic.com/tv/the-night-stalker/,"Attorney Kit (Bellamy Young) travels to San Quentin, determined to get the infamous serial killer Richard Ramirez (Lou Diamond Phillips) to confess to murders a Texas inmate is currently incarcerated for.","['Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Shooter (2016),https://www.metacritic.com/tv/ride-with-norman-reedus/,The Walking Dead actor travels across the United states to talk to fellow motorcycle enthusiasts and explore the biker culture with a new companion each week.,"['Reality-TV', '', 'Reality-TV']"
Mars,https://www.metacritic.com/tv/the-american-west/,"Robert Redford and Stephen David limited series utilizes dramatic scenes, documentary footage and visual effects to tell the story of the Wild West between 1865 to 1890 when such legends as Billy the Kid, Wyatt Earp, Jesse James, Crazy Horse and Sitting Bull changed history.","['Drama', 'History', 'Western', '', '', '', 'Drama', 'History', 'Western']"
Who Killed JonBenét?,https://www.metacritic.com/tv/voltron-legendary-defender/,"The reboot of the 1984 series Voltron: Defender of the Universe, introduces Keith (Steven Yeun), Lance (Jeremy Shada), Pidge (Bex Taylor-Klaus), Hunk (Tyler Labine ), and Shiro (Josh Keaton) as they discover their ties to Voltron.","['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', '', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
The Killing Season,https://www.metacritic.com/tv/cleverman/,"Set in the near future, creatures called Hairypeople seek to survive amongst humans who want to either use them or destroy them when a series of murders is blamed on them. Koen (Hunter Page-Lochard) West--who is destined to unite the world--must find a way to work with his estranged brother Waruu (Rob Collins) to save the world.","['Drama', 'Fantasy', 'Sci-Fi', '', '', '', 'Drama', 'Fantasy', 'Sci-Fi']"
The Crown,https://www.metacritic.com/tv/roadies/,"The comedy from Cameron Crowe focuses on the road crew for the arena rock band that includes tour manager Bill (Luke Wilson), production manager Shelli (Carla Gugino), road manager Phil (Ron White), electric tech Kelly Ann (Imogen Poots), Kelly Ann's twin Jesse (Colson Baker aka Machine Gun Kelly), sound mixer Donna (Keisha Castle-Hughes...","['Comedy', 'Drama', 'Music', '', '', '', 'Comedy', 'Drama', 'Music']"
Stan Against Evil,https://www.metacritic.com/tv/maya-marty/,The variety show hosted by Maya Rudolph and Martin short will be aired live.,"['Comedy', 'Music', '', '', 'Comedy', 'Music']"
People of Earth,https://www.metacritic.com/tv/roots-2016/,"The second adaption of Alex Haley's book is a four-night, eight-hour miniseries about the journey of Kunta Kinte (Malachi Kirby) from Gambia into slavery in colonial America and eventual freedom of his family.","['Drama', 'War', '', '', 'Drama', 'War']"
Tracey Ullman's Show,https://www.metacritic.com/tv/the-dresser-2016/,"During World War II, a small English regional theatre is hosting a touring production of Shakespeare's King Lear. An hour before the show, actor/manager Sir (Anthony Hopkins) who is playing Lear, is missing and it is up to his dresser Norman (Ian McKellen) to keep the show going in this adaptation of Ronald Harwood's play.","['Drama', '', 'Drama']"
Pure Genius,https://www.metacritic.com/tv/outcast/,"Kyle Barnes (Patrick Fugit) has been suffering from demonic possessions his entire life. With the help of Reverend Anderson (Philip Glenister), Kyle seeks answers that could end life on Earth in this TV adaptation of the comic created by Robert Kirkman and Paul Azaceta.","['Drama', 'Horror', '', '', 'Drama', 'Horror']"
The Great Indoors,https://www.metacritic.com/tv/preacher/,"Texas preacher Jesse Custer (Dominic Cooper), his ex-girlfriend, Tulip (Ruth Negga), and an Irish vampire named Cassidy (Joseph Gilgun) go on a journey to find God in this drama based on the comic by Garth Ennis and Steve Dillon.","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Western', '', '', '', '', '', '', '', '', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Western']"
Man With a Plan,https://www.metacritic.com/tv/all-the-way-2016/,Bryan Cranston reprises his Tony-winning role as President Lyndon B. Johnson during his first year in office in this adaptation of the Robert Schenkkan's play of the same name.,"['Biography', 'Drama', 'History', '', '', '', 'Biography', 'Drama', 'History']"
Dirk Gently's Holistic Detective Agency,https://www.metacritic.com/tv/lady-dynamite/,"The comedy series inspired by comedian Maria Bamford's life will feature guest stars such as Ana Gasteyer, Tig Notaro, Patton Oswalt, Adam Pally, Brandon Routh, Sarah Silverman, and Mira Sorvino.","['Comedy', '', 'Comedy']"
The Rocky Horror Picture Show: Let’s Do the Time Warp Again,https://www.metacritic.com/tv/oj-made-in-america/,"The seven-and-a-half-hour documentary chronicles O.J. Simpson's rise from the San Francisco housing projects to football fame in college and the NFL to his post-football career and infamy with the 1995 trial for the killings of his ex-wife, Nicole, and Ron Goldman. The first episode will air on ABC with the subsequent four episodes airin...","['Documentary', 'Biography', 'Crime', 'History', '', '', '', '', 'Documentary', 'Biography', 'Crime', 'History']"
Chance,https://www.metacritic.com/tv/julian-fellowes-presents-doctor-thorne/,"The adaptation by Julian Fellowes based on the book series by Anthony Trollope focuses on Dr. Thomas Thorne (Tom Hollander) and his niece Mary (Stefani Martini), who Lady Arabella Gresham's (Rebecca Front) son wants to elope with instead of marrying the rich American heiress Martha Dunstable (Alison Brie).","['Drama', '', 'Drama']"
Travelers,https://www.metacritic.com/tv/genius-by-stephen-hawking/,In each episode a group of volunteers are asked to try to answer some of the universe's biggest science questions in this six-part series hosted by Professor Stephen Hawking.,"['Documentary', '', 'Documentary']"
Killing Reagan,https://www.metacritic.com/tv/coupled/,"Hosted by Terrence J, the reality dating series from Mark Burnett set in the Caribbean features 12 single women and men.","['Reality-TV', '', 'Reality-TV']"
The Durrells in Corfu,https://www.metacritic.com/tv/chelsea/,"Chelsea Handler's talk show on Netflix will air three times a week (Wednesday, Thursday and Friday).","['Comedy', 'Talk-Show', '', '', 'Comedy', 'Talk-Show']"
Eyewitness,https://www.metacritic.com/tv/marseille/,"Marseille mayor Robert Toro (Gérard Depardieu) plans a casino in the center of the marina. but his ambitious protege Lucas Barrès (Benoît Magimel), seeks to stop the project in this French drama series.","['Drama', '', 'Drama']"
Berlin Station,https://www.metacritic.com/tv/flowers-2016/,"The British dark comedy from Will Sharpe focuses on Deborah Flowers (Olivia Colman), her depressed children's-book author husband Maurice (Julian Barratt), and their two twenty-something twins Donald (Daniel Rigby) and Amy (Sophia Di Martino).","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Goliath,https://www.metacritic.com/tv/rebellion/,"Co-produced with RTÉ, the five-part miniseries dramatizes the 1916 Easter Rising for Ireland's independence from Britian through the eyes of three families.","['Drama', 'History', 'War', '', '', '', 'Drama', 'History', 'War']"
Haters Back Off,https://www.metacritic.com/tv/time-traveling-bong/,The three-part miniseries for the comedy based on a skit by Ilana Glazer where two cousins (Ilana Glazer and Paul Downs) time travel with the help of a bong.,"['Comedy', 'Sci-Fi', '', '', 'Comedy', 'Sci-Fi']"
Falling Water,https://www.metacritic.com/tv/the-night-manager/,"Based on John le Carre's novel, ex-British soldier Jonathan Pine (Tom Hiddleston) is recruited by MI-6's Angela Burr (Olivia Colman) to infiltrate the inner circle of an arms trader named Richard Onslow Roper (Hugh Laurie).","['Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Wolf Creek,https://www.metacritic.com/tv/containment/,"Based on a Belgian series, an epidemic in Atlanta forces a large quarantine that separates love ones from each other.","['Drama', '', 'Drama']"
Rosehaven,https://www.metacritic.com/tv/confirmation/,The 1991 Clarence Thomas Supreme Court nomination hearings are dramatized with Kerry Washington as Anita Hill and Wendell Pierce as the future Justice.,"['Biography', 'Drama', 'History', '', '', '', 'Biography', 'Drama', 'History']"
American Housewife,https://www.metacritic.com/tv/american-grit/,16 contestants in teams of four compete in military-styled challenges with the help of John Cena and mentors in the form of real-life members of U.S. Armed Forces.,"['Game-Show', 'Reality-TV', '', '', 'Game-Show', 'Reality-TV']"
Channel Zero,https://www.metacritic.com/tv/the-last-panthers/,"Co-produced with Sky Atlantic and Canal Plus, the heist drama follows the theft of diamonds by Milan Celik (Goran Bogdan) and his crew in Marseille. Naomi Franckom, a British insurance agent (Samantha Morton) is assigned to find the diamonds for her company and clashes with French investigator Khalil Rachedi (Tahar Rahim).","['Action', 'Crime', 'Drama', '', '', '', 'Action', 'Crime', 'Drama']"
Freakish,https://www.metacritic.com/tv/game-of-silence/,"25 years ago, Jackson (David Lyons) Gil (Michael Raymond-James), Shawn Polk (Larenz Tate) and Boots (Derek Phillips) Jessie (Bre Blair) caused an accident that sent them to the Quitman Youth Detention Facility. The secret the four kept from their time there reemerges in this drama series based on the Turkish series Suskunlar (which was b...","['Drama', '', 'Drama']"
Vice News Tonight,https://www.metacritic.com/tv/jackie-robinson/,The latest documentary from Ken Burns is about the life and impact of African-American baseball player Jackie Robinson.,"['Documentary', 'Biography', '', '', 'Documentary', 'Biography']"
Divorce (2016),https://www.metacritic.com/tv/hunters/,"Baltimore FBI agent Flynn Carroll's (Nathan Phillips) search for his missing wife leads him to the classified alien Exo-Terrorism Unit (ETU) and is paired with Regan (Britne Oldford), who may be more than she seems in this sci-fi drama based on Whitley Strieber's novel Alien Hunter.","['Crime', 'Drama', 'Sci-Fi', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']"
Insecure,https://www.metacritic.com/tv/the-detour/,"The comedy created by Jason Jones and Samantha Bee follows Nate (Jason Jones), his wife Robin (Natalie Zea) and their two children as they take a road trip from upstate New York to Florida.","['Adventure', 'Comedy', '', '', 'Adventure', 'Comedy']"
Frequency,https://www.metacritic.com/tv/dice-2016/,The semi-autobiographical comedy series features Andrew Dice Clay as he seeks a career comeback after living life in the suburbs of Las Vegas.,"['Comedy', '', 'Comedy']"
No Tomorrow,https://www.metacritic.com/tv/the-girlfriend-experience/,"The drama series based on Steven Soderbergh 2009 film of the same name follows law student Christine Reade (Riley Keough) as she becomes a call-girl who provides the ""girlfriend experience"" to her clients.","['Drama', '', 'Drama']"
Conviction (2016),https://www.metacritic.com/tv/nothing-left-unsaid-gloria-vanderbilt-anderson-cooper/,"Gloria Vanderbilt and her son, CNN's Anderson Cooper, discuss her life in this Liz Garbus documentary.","['Documentary', 'Biography', '', '', 'Documentary', 'Biography']"
Timeless,https://www.metacritic.com/tv/doctor-foster-a-woman-scorned/,Doctor Gemma Foster (Suranne Jones) seemingly perfect life is turned upside down when she suspects her husband (Bertie Carvel) of cheating on her and she starts investigating his secrets.,"['Adventure', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Adventure', 'Drama', 'Mystery', 'Thriller']"
Westworld,https://www.metacritic.com/tv/dead-7/,"The zombie post-apocalyptic Western TV movie written by Backstreet Boys' Nick Carter includes his bandmates A.J. McLean and Howie Dorough, as well as *NSYNC's Joey Fatone and Chris Kirkpatrick, 98 Degrees' Jeff Timmons, and O-Town (except for Ashley Parker Angel).","['Comedy', 'Horror', 'Western', '', '', '', 'Comedy', 'Horror', 'Western']"
Versailles,https://www.metacritic.com/tv/the-ranch/,After a short-lived career as a semi-pro football player Colt Bennett (Ashton Kutcher) returns to Colorado to help his brother Jimmy (Danny Masterson) and father (Sam Elliott) run the family ranch.,"['Comedy', 'Drama', 'Western', '', '', '', 'Comedy', 'Drama', 'Western']"
Crisis in Six Scenes,https://www.metacritic.com/tv/wynonna-earp/,"Wynonna (Melanie Scrofano), the great granddaughter of Wyatt Earp, returns home to tackle demons and other supernatural with the help of Doc Holliday (Tim Rozon) and Agent Dolls (Shamier Anderson) in the the adaptation of the comic series created by Beau Smith.","['Action', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Western', '', '', '', '', '', '', 'Action', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Western']"
Marvel's Luke Cage,https://www.metacritic.com/tv/rush-hour-2016/,The police drama based on the 1998 movie of the same name finds by-the-book Hong Kong detective Lee (Jon Foo) reluctantly paired with LAPD detective Carter (Justin Hires).,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', '', '', 'Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Aftermath (2016),https://www.metacritic.com/tv/lopez/,The third sitcom for George Lopez has the comedian playing himself and exploring the problems of not fitting in with the working-class nor the life of a celebrity despite his success.,"['Comedy', '', 'Comedy']"
The Exorcist (2016),https://www.metacritic.com/tv/the-path/,"Eddie (Aaron Paul), his wife Sarah (Michelle Monaghan), and current leader Cal (Hugh Dancy) are some of the followers of religious sect called The Meyerist Movement in this drama originally called The Way and created by Jessica Goldberg.","['Drama', '', 'Drama']"
Van Helsing (2016),https://www.metacritic.com/tv/heartbeat-2016/,"Based on the life of Dr. Kathy Magliato, Dr. Alex Panttiere (Melissa George) juggles life as one of the few women heart-transplant surgeons in the world.","['Comedy', 'Drama', 'Romance', '', '', '', 'Comedy', 'Drama', 'Romance']"
MacGyver (2016),https://www.metacritic.com/tv/the-passion/,Tyler Perry hosts and narrates the live musical about Jesus' last hours from New Orleans.,"['Musical', '', 'Musical']"
Debate Wars,https://www.metacritic.com/tv/criminal-minds-beyond-borders/,"The second spin-off of Criminal Minds follows FBI's International Division Unit Chief Jack Garrett (Gary Sinise), profiler Matthew Simmons (Daniel Henney) and tech analyst Russ “Monty” Montgomery (Tyler James Williams) as they work to help Americans abroad.","['Crime', 'Drama', 'Mystery', '', '', '', 'Crime', 'Drama', 'Mystery']"
Notorious,https://www.metacritic.com/tv/crowded/,Mike (Patrick Warburton) and Martina's (Carrie Preston) retirement is interrupted when their two grown daughters (Miranda Cosgrove and Mia Serafino) move back in.,"['Comedy', '', 'Comedy']"
Easy,https://www.metacritic.com/tv/lady-day-at-emersons-bar-and-grill/,"Filmed before a live audience at New Orleans club, Cafe Brasil, Audra McDonald reprises her Tony Award-winning role as Billie Holiday in the Lanie Robertson's play.","['Biography', 'Drama', 'Music', '', '', '', 'Biography', 'Drama', 'Music']"
Paranoid,https://www.metacritic.com/tv/party-over-here/,"The sketch comedy series The Lonely Island (Andy Samberg, Akiva Schaffer and Jorma Taccone) and Paul Scheer features Nicole Byer, Jessica McKenna, and Alison Rich.","['Comedy', '', 'Comedy']"
Pitch,https://www.metacritic.com/tv/the-story-of-god-with-morgan-freeman/,"Morgan Freeman travels to seven countries to explore topics such as God, creation of life, death/afterlife, the End of Days, and evil.","['Documentary', 'Adventure', 'History', '', '', '', 'Documentary', 'Adventure', 'History']"
Designated Survivor,https://www.metacritic.com/tv/flaked/,"The comedy co-created by Will Arnett and Mark Chappell follows Chip's (Will Arnett) life and image as a guru is upturned after he falls for a waitress named London (Ruth Kearney), who his best friend (David Sullivan) also likes.","['Comedy', 'Drama', 'Romance', '', '', '', 'Comedy', 'Drama', 'Romance']"
Lethal Weapon (2016),https://www.metacritic.com/tv/the-characters/,"Eight comics: Kate Berlant, Dr. Brown, Paul W. Downs, John Early, Lauren Lapkus, Natasha Rothwell, Tim Robinson, and Natasha Rothwell, were given an opportunity to write and appear in a 30-minutes episode of this comedy sketch series.","['Comedy', '', 'Comedy']"
Speechless (2016),https://www.metacritic.com/tv/60-days-in/,The reality show features seven innocent volunteers posing as prisoners at an Indiana jail known for corruption for 60 days in hopes of discovering the problems in the facility and learn first-hand about life as an inmate.,"['Reality-TV', '', 'Reality-TV']"
Bull (2016),https://www.metacritic.com/tv/underground/,A group of slaves from Georgia led by blacksmith Noah (Aldis Hodge) travel with the help of the underground railroad more than 600 miles towards freedom.,"['Adventure', 'Drama', 'History', 'Thriller', '', '', '', '', 'Adventure', 'Drama', 'History', 'Thriller']"
This Is Us,https://www.metacritic.com/tv/little-big-shots/,The variety show hosted by Steve Harvey features talented kids 12-years-old and under.,"['Family', 'Reality-TV', '', '', 'Family', 'Reality-TV']"
Kevin Can Wait,https://www.metacritic.com/tv/damien/,"Originally set at Lifetime, the horror series based on the 1976 movie The Omen, follows the now 30-year-old Damien Thorn (Bradley James), who had little idea about his past before discovering he is the Antichrist.","['Drama', 'Horror', 'Mystery', 'Thriller', '', '', '', '', 'Drama', 'Horror', 'Mystery', 'Thriller']"
The Good Place,https://www.metacritic.com/tv/slasher/,Sarah Bennett (Sarah Bennett) returns to her small hometown to discover a series of killings that are identical to the murders of her parents in Chiller's first original scripted series.,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller', '', '', '', '', '', 'Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
The Case Of: JonBenet Ramsey,https://www.metacritic.com/tv/the-family-2016/,"Originally titled Flesh and Blood, Claire (Joan Allen) is in the midst of planning a run as governor when her presumed dead son (Zach Gilford) reappears after having been kidnapped more than ten years ago.","['Drama', 'Mystery', '', '', 'Drama', 'Mystery']"
Fleabag,https://www.metacritic.com/tv/hap-and-leonard/,"Based on the series by Joe R. Lansdale where best friends Hap Collins, a white ex-con (James Purefo) and Leonard Pine (Michael K. Williams), a black, openly gay Vietnam veteran, try to keep out of trouble in East Texas in the 1980s.","['Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Mystery', 'Thriller']"
High Maintenance (2016),https://www.metacritic.com/tv/the-real-oneals/,"The seemingly perfect Catholic O'Neal family that includes Chicago policeman Pat O'Neal (Jay R. Ferguson), his wife Eileen (Martha Plimpton), 17-year-old Jimmy (Matthew Shively), 14-year-old Shannon (Bebe Wood), and 16-year-old Kenny, is revealed to be not so flawless after an incident between Kenny and his girlfriend causes the others t...","['Comedy', 'Drama', 'Musical', '', '', '', 'Comedy', 'Drama', 'Musical']"
Churchill's Secret,https://www.metacritic.com/tv/soundbreaking/,"The eight-part documentary series look into the history and growth of recording music with interviews with a variety of artists including Beck, Bon Iver, Brian Eno, Elton John, Quincy Jones, Daniel Lanois, Beatles producer George Martin (who also produced the series before his death in March), Paul McCartney, Joni Mitchell, Tom Petty, Q-...","['Documentary', 'History', 'Music', '', '', '', 'Documentary', 'History', 'Music']"
Son of Zorn,https://www.metacritic.com/tv/fuller-house/,"The Tanner family returns with D.J. Tanner-Fuller (Candace Cameron Bure) recently widowed and working as a veterinarian in San Francisco. Her sister Stephanie Tanner (Jodie Sweetin), best friend Kimmy Gibbler (Andrea Barber), and Kimmy's teenage daughter Ramona (Soni Nicole Bringas) move in to help take care of D.J.'s three sons--12-year...","['Comedy', 'Drama', 'Family', '', '', '', 'Comedy', 'Drama', 'Family']"
Quarry,https://www.metacritic.com/tv/cooked/,"The documentary series from Alex Gibney and Michael Pollan focuses on the four elements--Air, Earth, fire, and water--and how they are used to make food around the world.","['Documentary', '', 'Documentary']"
Better Things,https://www.metacritic.com/tv/love-2016/,"Nice guy Gus (Paul Rust) moves into a new apartment after the end of his relationship and meets free-spirit Mickey (Gillian Jacobs) in the comedy from Judd Apatow, Paul Rust and Lesley Arfin.","['Comedy', 'Drama', 'Romance', '', '', '', 'Comedy', 'Drama', 'Romance']"
